Temperature,Visibility,Weather Condition
80,Day,Clear
60,Dusk,Clear
50,Day,Clear
75,Day,Clear
70,Day,Clear
45,Dark,Clear
53,Dark,Cloudy
20,Day,Clear
15,Day,Clear
14,Day,Cloudy
60,Day,Clear
27,Day,Snow
30,Day,Cloudy
70,Day,Clear
60,Dusk,Clear
45,Day,Clear
4,Dark,Cloudy
0,Dark,Cloudy
-10,Day,Cloudy
30,Day,Snow
14,Day,Snow
47,Day,Clear
70,Day,Clear
30,Dark,Clear
21,Day,Clear
32,Dark,Clear
33,Day,Clear
35,Day,Clear
45,Dark,Clear
40,Dusk,Cloudy
48,Day,Rain
55,Dark,Clear
35,Dark,Clear
60,Day,Clear
47,Dark,Clear
40,Day,Clear
30,Dark,Clear
38,Day,Rain
36,Dark,Clear
60,Day,Clear
55,Day,Clear
40,Dark,Clear
38,Day,Rain
60,Dark,Rain
30,Dark,Clear
35,Day,Cloudy
40,Day,Clear
40,Dark,Clear
37,Dark,Cloudy
27,Dark,Clear
30,Dark,Clear
45,Dusk,Clear
30,Day,Rain
38,Dark,Clear
45,Day,Cloudy
68,Dark,Rain
35,Day,Clear
33,Dusk,Rain
55,Dark,Cloudy
32,Dark,Clear
40,Dark,Cloudy
60,Dark,Clear
65,Day,Clear
40,Dark,Clear
29,Dark,Snow
30,Dawn,Rain
15,Dark,Cloudy
35,Day,Cloudy
32,Day,Clear
60,Day,Clear
45,Dusk,Cloudy
55,Dark,Clear
24,Dark,Clear
12,Day,Clear
45,Day,Clear
40,Day,Clear
50,Day,Clear
56,Dark,Rain
60,Day,Cloudy
50,Day,Clear
55,Day,Clear
58,Dark,Cloudy
55,Dark,Cloudy
55,Day,Clear
40,Dark,Clear
50,Dark,Rain
60,Dusk,Clear
31,Dark,Snow
40,Day,Rain
39,Dusk,Cloudy
40,Dark,Cloudy
50,Day,Clear
70,Dark,Clear
80,Day,Clear
68,Dark,Rain
55,Day,Cloudy
40,Dark,Clear
38,Dark,Fog
28,Dark,Cloudy
20,Day,Cloudy
22,Dark,Snow
30,Day,Cloudy
46,Day,Clear
42,Dark,Clear
21,Day,Cloudy
35,Day,Cloudy
30,Dark,Fog
30,Dark,Cloudy
34,Day,Cloudy
30,Dark,Fog
10,Dark,Fog
38,Day,Cloudy
-12,Dark,Clear
-10,Dark,Clear
5,Dark,Cloudy
30,Day,Cloudy
10,Day,Clear
25,Dark,Cloudy
17,Day,Clear
27,Day,Cloudy
33,Dark,Snow
17,Dark,Clear
-3,Day,Clear
10,Day,Cloudy
4,Dark,Cloudy
5,Day,Clear
2,Dark,Clear
24,Dark,Snow
32,Day,Snow
30,Day,Clear
35,Dark,Clear
25,Day,Clear
35,Day,Cloudy
33,Day,Clear
41,Day,Clear
25,Day,Cloudy
44,Day,Cloudy
20,Dusk,Clear
65,Dusk,Clear
74,Day,Cloudy
51,Dark,Clear
70,Day,Clear
75,Day,Clear
60,Dark,Clear
50,Dark,Clear
40,Dark,Clear
40,Dark,Clear
14,Dark,Clear
30,Day,Clear
24,Day,Cloudy
28,Day,Clear
60,Day,Clear
35,Day,Clear
38,Day,Clear
40,Dark,Cloudy
48,Day,Clear
30,Dark,Cloudy
40,Day,Clear
55,Dark,Cloudy
10,Day,Clear
10,Day,Clear
35,Day,Clear
35,Dark,Clear
38,Day,Clear
39,Day,Clear
50,Dusk,Clear
40,Day,Clear
40,Dark,Rain
42,Day,Rain
45,Day,Rain
42,Dark,Rain
36,Dark,Rain
45,Dusk,Clear
40,Dark,Clear
55,Dark,Clear
40,Dark,Cloudy
10,Dark,Snow
20,Dark,Snow
28,Dark,Clear
30,Day,Clear
10,Day,Clear
23,Dark,Snow
33,Day,Clear
35,Day,Clear
31,Dark,Clear
30,Day,Clear
35,Day,Cloudy
33,Day,Clear
34,Day,Cloudy
47,Day,Rain
45,Dark,Rain
15,Day,Cloudy
65,Day,Clear
40,Day,Clear
48,Day,Clear
40,Dark,Clear
37,Dawn,Clear
42,Dark,Cloudy
70,Day,Clear
35,Dark,Cloudy
27,Day,Cloudy
30,Dark,Clear
25,Dark,Cloudy
50,Day,Rain
20,Day,Cloudy
-2,Dark,Clear
15,Day,Snow
-5,Dark,Snow
10,Dark,Clear
55,Dark,Rain
30,Day,Cloudy
25,Day,Snow
15,Dawn,Clear
18,Dark,Clear
50,Dark,Rain
45,Dark,Clear
29,Dark,Clear
52,Day,Cloudy
47,Dark,Clear
41,Dark,Clear
58,Day,Rain
62,Dark,Rain
60,Day,Cloudy
45,Dark,Clear
50,Dark,Cloudy
45,Dusk,Clear
65,Day,Clear
50,Day,Clear
50,Day,Cloudy
38,Dark,Clear
32,Day,Cloudy
22,Dark,Clear
20,Dark,Clear
45,Dark,Rain
23,Day,Cloudy
20,Day,Clear
26,Dark,Clear
14,Dark,Cloudy
33,Dark,Clear
40,Dark,Cloudy
20,Day,Cloudy
22,Day,Clear
25,Dark,Cloudy
16,Dark,Cloudy
33,Dark,Clear
36,Dark,Clear
28,Day,Cloudy
24,Day,Cloudy
25,Dark,Snow
48,Day,Clear
35,Dusk,Snow
35,Dark,Clear
25,Dawn,Clear
42,Dawn,Cloudy
40,Dark,Rain
40,Dark,Clear
40,Dark,Clear
18,Day,Clear
25,Dark,Clear
31,Day,Clear
27,Dark,Clear
30,Day,Clear
37,Day,Clear
3,Dark,Clear
35,Day,Cloudy
25,Day,Cloudy
26,Dark,Snow
37,Day,Cloudy
42,Day,Cloudy
32,Day,Clear
35,Dark,Snow
40,Day,Clear
32,Dark,Cloudy
26,Day,Snow
65,Day,Clear
50,Dark,Fog
57,Dark,Fog
30,Day,Snow
6,Day,Snow
25,Day,Clear
30,Day,Clear
29,Day,Snow
15,Day,Clear
15,Day,Cloudy
30,Day,Clear
-5,Day,Clear
40,Day,Clear
10,Day,Cloudy
20,Day,Clear
5,Day,Clear
20,Dark,Fog
48,Day,Clear
5,Day,Clear
38,Dark,Fog
25,Dark,Cloudy
20,Dark,Snow
30,Dark,Clear
36,Day,Cloudy
20,Dark,Clear
15,Day,Clear
10,Day,Cloudy
-5,Day,Clear
30,Day,Cloudy
45,Day,Clear
45,Dark,Clear
27,Dark,Clear
37,Dawn,Clear
16,Dark,Clear
26,Dark,Cloudy
30,Dark,Clear
40,Day,Clear
30,Dark,Clear
38,Day,Rain
25,Dark,Clear
38,Dawn,Rain
20,Dark,Snow
24,Dusk,Snow
40,Day,Cloudy
30,Day,Cloudy
20,Dark,Clear
45,Day,Clear
26,Dark,Snow
35,Day,Snow
14,Day,Snow
34,Day,Cloudy
16,Dark,Cloudy
25,Dark,Cloudy
21,Day,Clear
18,Dark,Clear
12,Day,Clear
20,Day,Snow
17,Dark,Clear
20,Day,Clear
10,Dark,Clear
20,Dawn,Clear
20,Day,Clear
20,Day,Clear
20,Day,Snow
22,Day,Snow
22,Day,Cloudy
13,Day,Snow
45,Day,Clear
26,Day,Cloudy
25,Day,Cloudy
25,Day,Clear
33,Day,Snow
7,Day,Clear
5,Dark,Clear
-8,Dark,Clear
30,Dark,Cloudy
0,Dark,Snow
26,Day,Clear
21,Day,Clear
24,Day,Clear
42,Dark,Clear
20,Dark,Snow
61,Dark,Clear
38,Day,Cloudy
44,Day,Fog
49,Day,Fog
40,Day,Fog
40,Dark,Clear
43,Dark,Clear
60,Day,Cloudy
52,Dusk,Clear
53,Dark,Cloudy
45,Dark,Clear
20,Dark,Cloudy
50,Dark,Cloudy
45,Day,Clear
55,Day,Fog
40,Dark,Clear
45,Dark,Clear
50,Dusk,Cloudy
45,Dark,Clear
45,Day,Clear
40,Dusk,Clear
48,Dark,Clear
34,Dark,Clear
35,Dark,Clear
34,Dark,Cloudy
32,Dark,Cloudy
55,Day,Clear
16,Dark,Clear
26,Dark,Clear
45,Day,Cloudy
33,Day,Cloudy
38,Dark,Clear
-4,Dark,Cloudy
20,Day,Cloudy
30,Day,Clear
10,Day,Clear
10,Day,Clear
0,Day,Clear
29,Dark,Clear
22,Day,Cloudy
20,Day,Cloudy
28,Dark,Clear
25,Dark,Clear
10,Dark,Clear
20,Dark,Fog
15,Dark,Snow
20,Dark,Clear
22,Dark,Snow
28,Dark,Cloudy
24,Dark,Cloudy
36,Dark,Cloudy
25,Dark,Clear
18,Dark,Clear
29,Dark,Clear
14,Day,Cloudy
23,Dark,Clear
24,Dark,Cloudy
27,Day,Snow
16,Day,Clear
26,Dark,Clear
40,Dawn,Cloudy
24,Day,Clear
40,Day,Cloudy
29,Day,Clear
17,Dark,Clear
36,Dark,Rain
30,Dark,Cloudy
31,Dark,Cloudy
29,Dark,Clear
35,Dark,Rain
27,Dark,Cloudy
25,Dark,Clear
45,Dark,Cloudy
19,Dark,Clear
29,Day,Clear
30,Day,Rain
18,Day,Cloudy
20,Day,Cloudy
37,Dark,Clear
37,Dark,Cloudy
38,Day,Rain
23,Day,Rain
38,Dark,Rain
26,Day,Clear
20,Day,Clear
20,Dark,Cloudy
46,Day,Cloudy
14,Day,Cloudy
15,Dark,Snow
36,Day,Cloudy
12,Dark,Snow
16,Dark,Snow
28,Dusk,Cloudy
36,Day,Cloudy
36,Day,Cloudy
18,Day,Snow
21,Day,Cloudy
18,Dark,Cloudy
32,Dark,Cloudy
15,Dark,Cloudy
18,Day,Clear
28,Dark,Clear
20,Dawn,Clear
30,Dark,Clear
7,Day,Cloudy
28,Dark,Clear
32,Dark,Cloudy
30,Dark,Cloudy
48,Dusk,Cloudy
40,Dark,Clear
28,Dark,Clear
29,Day,Snow
21,Day,Snow
35,Day,Clear
21,Day,Clear
18,Dark,Snow
22,Dark,Clear
34,Day,Clear
25,Dark,Snow
50,Dark,Rain
42,Dark,Cloudy
27,Dark,Snow
19,Day,Cloudy
20,Day,Clear
38,Day,Cloudy
25,Dark,Clear
28,Dark,Fog
5,Day,Cloudy
30,Day,Clear
21,Day,Snow
-5,Day,Clear
0,Dark,Clear
5,Day,Snow
18,Day,Clear
26,Dark,Cloudy
26,Dark,Snow
25,Dark,Clear
25,Dark,Cloudy
30,Dusk,Cloudy
31,Dark,Cloudy
22,Day,Snow
46,Dark,Cloudy
-5,Dark,Cloudy
38,Day,Clear
24,Dark,Clear
46,Day,Clear
34,Dark,Clear
25,Dark,Snow
27,Dark,Clear
25,Day,Clear
40,Day,Rain
22,Day,Snow
30,Dark,Clear
40,Dark,Cloudy
35,Day,Clear
20,Day,Cloudy
50,Dark,Clear
28,Dark,Cloudy
50,Dark,Clear
60,Day,Clear
60,Day,Cloudy
60,Dark,Clear
61,Dark,Clear
50,Day,Clear
40,Dark,Clear
35,Dark,Clear
20,Day,Clear
40,Dark,Clear
49,Dark,Clear
25,Dark,Clear
10,Dark,Clear
65,Day,Clear
10,Day,Clear
50,Dark,Clear
61,Day,Clear
12,Day,Clear
28,Day,Clear
38,Dark,Cloudy
10,Dark,Clear
30,Day,Cloudy
24,Day,Snow
19,Dark,Cloudy
12,Dark,Snow
12,Dark,Clear
35,Dark,Clear
20,Day,Clear
14,Day,Cloudy
22,Dark,Clear
26,Dark,Snow
40,Dark,Clear
55,Day,Clear
25,Dark,Snow
28,Day,Clear
30,Day,Clear
33,Dark,Clear
58,Dark,Cloudy
30,Dawn,Cloudy
50,Dusk,Rain
60,Dark,Clear
45,Dark,Fog
55,Day,Clear
50,Dark,Clear
60,Day,Clear
50,Day,Cloudy
40,Day,Clear
25,Day,Cloudy
35,Day,Clear
40,Day,Clear
60,Day,Clear
40,Dark,Cloudy
30,Day,Clear
5,Dark,Cloudy
7,Dark,Clear
30,Dark,Cloudy
32,Day,Cloudy
36,Dark,Rain
-10,Dark,Clear
10,Day,Snow
15,Dark,Cloudy
20,Dark,Clear
20,Day,Clear
22,Dark,Clear
30,Day,Cloudy
40,Dark,Cloudy
7,Day,Clear
25,Day,Snow
1,Dark,Clear
-5,Dark,Clear
35,Day,Clear
12,Day,Snow
15,Dark,Clear
-3,Day,Clear
10,Day,Clear
12,Day,Clear
30,Day,Rain
10,Day,Cloudy
12,Day,Clear
1,Day,Clear
-5,Dark,Clear
26,Dark,Snow
53,Dark,Clear
70,Day,Clear
44,Dawn,Clear
55,Day,Clear
45,Dark,Snow
40,Day,Clear
35,Dark,Clear
25,Day,Clear
30,Dark,Clear
35,Day,Clear
35,Dark,Clear
25,Dark,Clear
20,Dark,Clear
-5,Dark,Cloudy
20,Day,Clear
22,Day,Cloudy
10,Dark,Clear
18,Dark,Snow
28,Day,Cloudy
22,Day,Clear
28,Day,Snow
45,Day,Clear
15,Day,Clear
10,Dark,Cloudy
70,Day,Cloudy
65,Day,Clear
30,Day,Sleet
30,Dusk,Cloudy
45,Day,Clear
60,Day,Cloudy
50,Dark,Clear
45,Dark,Cloudy
45,Day,Cloudy
55,Dusk,Cloudy
52,Day,Clear
20,Day,Clear
55,Day,Clear
45,Day,Rain
62,Day,Clear
44,Day,Cloudy
20,Day,Clear
32,Day,Clear
20,Dusk,Cloudy
30,Dark,Cloudy
28,Dark,Snow
25,Dawn,Cloudy
35,Day,Clear
44,Day,Cloudy
30,Dark,Clear
60,Day,Clear
40,Dark,Clear
68,Day,Cloudy
70,Day,Clear
65,Day,Clear
35,Day,Clear
35,Dark,Cloudy
33,Dark,Cloudy
55,Day,Cloudy
50,Dark,Rain
35,Day,Clear
55,Day,Clear
35,Day,Clear
50,Day,Cloudy
60,Day,Clear
59,Dark,Cloudy
40,Dawn,Clear
36,Dark,Clear
40,Dark,Cloudy
30,Dark,Cloudy
18,Dark,Clear
30,Dark,Cloudy
40,Day,Snow
32,Day,Clear
27,Day,Clear
45,Dark,Cloudy
30,Day,Cloudy
25,Dark,Cloudy
18,Day,Clear
22,Day,Clear
60,Dark,Rain
30,Day,Snow
40,Dark,Cloudy
36,Dark,Clear
37,Dark,Cloudy
16,Dark,Clear
33,Day,Clear
13,Day,Snow
26,Dark,Cloudy
30,Day,Cloudy
29,Day,Clear
22,Dark,Cloudy
33,Dusk,Clear
33,Day,Cloudy
40,Day,Cloudy
42,Dawn,Cloudy
32,Day,Rain
20,Dark,Cloudy
28,Day,Cloudy
34,Dusk,Clear
38,Day,Clear
50,Day,Clear
20,Day,Snow
18,Dark,Cloudy
50,Day,Cloudy
30,Dark,Rain
30,Dark,Fog
30,Day,Rain
32,Day,Snow
30,Day,Clear
40,Day,Cloudy
5,Day,Snow
5,Dark,Cloudy
-1,Dark,Clear
30,Dark,Snow
-3,Day,Clear
16,Day,Snow
20,Dusk,Cloudy
26,Dark,Clear
28,Dark,Cloudy
20,Day,Cloudy
15,Dark,Fog
30,Day,Clear
10,Day,Clear
15,Day,Clear
5,Dark,Clear
12,Dark,Clear
15,Day,Snow
32,Day,Cloudy
10,Day,Clear
35,Day,Cloudy
40,Dark,Clear
35,Dark,Clear
20,Dark,Clear
25,Dark,Rain
-8,Day,Clear
10,Day,Cloudy
0,Day,Clear
12,Day,Clear
15,Day,Clear
23,Day,Cloudy
32,Dark,Clear
-10,Day,Clear
19,Dark,Clear
38,Dusk,Snow
15,Dark,Snow
45,Dark,Rain
29,Day,Cloudy
14,Dark,Snow
18,Day,Clear
31,Dark,Clear
15,Day,Clear
25,Day,Cloudy
33,Dark,Cloudy
50,Day,Clear
32,Dusk,Clear
30,Dark,Clear
30,Dark,Rain
40,Day,Cloudy
10,Day,Clear
30,Day,Cloudy
29,Day,Sleet
24,Day,Cloudy
14,Day,Clear
35,Day,Cloudy
60,Dark,Clear
60,Dark,Clear
60,Dark,Clear
60,Dark,Clear
60,Day,Clear
60,Day,Clear
60,Day,Clear
60,Dark,Clear
60,Dawn,Fog
30,Dark,Cloudy
28,Dark,Snow
22,Day,Clear
25,Day,Clear
30,Dark,Snow
10,Day,Clear
10,Day,Clear
28,Dark,Clear
30,Dawn,Clear
30,Dark,Clear
25,Dark,Cloudy
40,Day,Clear
20,Day,Clear
58,Day,Cloudy
41,Day,Cloudy
20,Dark,Snow
30,Day,Clear
30,Dark,Clear
33,Dark,Cloudy
25,Day,Snow
30,Day,Snow
25,Day,Snow
20,Day,Snow
24,Day,Cloudy
34,Day,Cloudy
38,Dark,Clear
40,Day,Clear
30,Day,Clear
32,Day,Clear
35,Day,Clear
30,Dark,Cloudy
35,Day,Clear
26,Day,Cloudy
33,Dark,Snow
55,Day,Clear
55,Day,Rain
60,Dark,Cloudy
30,Dark,Cloudy
38,Day,Clear
24,Day,Clear
25,Dawn,Clear
18,Day,Clear
25,Day,Snow
25,Dark,Clear
35,Day,Clear
45,Day,Cloudy
42,Day,Rain
30,Dark,Clear
60,Dusk,Clear
30,Day,Snow
21,Day,Cloudy
42,Day,Fog
40,Dark,Cloudy
55,Day,Clear
45,Dark,Clear
45,Dark,Clear
64,Day,Fog
60,Dark,Clear
60,Dark,Clear
60,Day,Clear
55,Day,Cloudy
40,Dark,Clear
68,Dark,Cloudy
53,Day,Clear
62,Dark,Clear
50,Day,Cloudy
48,Day,Cloudy
42,Day,Clear
35,Dusk,Clear
38,Day,Rain
34,Day,Clear
39,Day,Cloudy
50,Day,Clear
40,Dark,Cloudy
45,Day,Rain
60,Day,Clear
35,Dark,Clear
45,Day,Clear
55,Day,Rain
60,Day,Cloudy
54,Day,Rain
37,Dark,Clear
45,Dark,Cloudy
55,Dark,Clear
40,Dark,Clear
63,Dark,Clear
58,Dusk,Clear
35,Dark,Rain
35,Day,Clear
37,Dark,Clear
41,Dark,Clear
48,Day,Clear
41,Dark,Cloudy
36,Day,Clear
34,Dawn,Snow
34,Dusk,Cloudy
25,Dark,Clear
25,Day,Clear
40,Dark,Cloudy
15,Day,Cloudy
25,Dark,Sleet
25,Day,Snow
50,Dark,Cloudy
60,Dusk,Cloudy
50,Dark,Clear
35,Dark,Rain
40,Day,Rain
60,Dark,Rain
62,Day,Clear
70,Day,Clear
56,Day,Clear
65,Dark,Clear
64,Dark,Cloudy
32,Dawn,Clear
33,Dark,Rain
49,Dark,Cloudy
57,Dark,Clear
63,Day,Clear
42,Day,Clear
50,Day,Cloudy
23,Dark,Sleet
28,Day,Clear
41,Day,Cloudy
55,Day,Clear
60,Dark,Clear
34,Day,Clear
32,Dark,Fog
31,Dark,Cloudy
34,Day,Cloudy
34,Day,Cloudy
42,Day,Rain
60,Day,Cloudy
50,Dark,Clear
27,Dark,Clear
45,Day,Cloudy
65,Dusk,Rain
36,Dark,Cloudy
65,Day,Rain
50,Dark,Rain
35,Day,Rain
70,Day,Clear
58,Day,Clear
40,Dark,Rain
40,Dark,Clear
50,Dark,Clear
46,Dark,Fog
32,Dark,Clear
25,Dawn,Snow
31,Day,Snow
45,Day,Cloudy
52,Dark,Rain
46,Dark,Cloudy
45,Dark,Rain
40,Dark,Clear
29,Dark,Rain
26,Dark,Clear
51,Day,Clear
38,Dark,Clear
47,Dark,Rain
23,Dark,Cloudy
48,Day,Cloudy
33,Dark,Clear
25,Dark,Cloudy
30,Dark,Clear
40,Dark,Cloudy
41,Dusk,Clear
50,Dark,Clear
30,Dark,Fog
10,Dark,Clear
8,Day,Clear
35,Dark,Cloudy
8,Day,Clear
32,Dark,Clear
5,Day,Clear
20,Day,Clear
27,Dark,Fog
40,Dark,Clear
30,Dawn,Clear
60,Dark,Clear
50,Day,Clear
60,Day,Clear
30,Dark,Clear
40,Day,Clear
26,Day,Clear
15,Dawn,Clear
12,Day,Clear
30,Day,Cloudy
45,Day,Clear
30,Day,Snow
17,Day,Clear
28,Day,Clear
30,Dark,Clear
38,Day,Cloudy
20,Dark,Clear
40,Day,Clear
33,Day,Snow
20,Dark,Clear
57,Day,Clear
36,Day,Clear
25,Dark,Clear
-10,Dark,Clear
15,Dawn,Cloudy
26,Day,Clear
70,Day,Rain
39,Dark,Clear
36,Dark,Clear
39,Dawn,Clear
65,Day,Clear
80,Day,Clear
66,Day,Clear
78,Dark,Clear
54,Dusk,Clear
57,Dusk,Cloudy
75,Day,Clear
93,Day,Clear
74,Day,Cloudy
11,Dark,Clear
30,Day,Cloudy
36,Dark,Cloudy
40,Day,Cloudy
20,Dark,Clear
52,Day,Clear
38,Day,Rain
40,Dark,Clear
45,Dark,Cloudy
40,Day,Clear
32,Dark,Clear
35,Dark,Cloudy
33,Day,Snow
38,Dark,Clear
48,Day,Rain
50,Dark,Cloudy
40,Day,Clear
28,Day,Cloudy
35,Day,Clear
38,Dark,Rain
43,Dark,Cloudy
45,Day,Fog
40,Day,Cloudy
40,Day,Cloudy
35,Dark,Clear
20,Dark,Clear
35,Dark,Clear
48,Day,Rain
15,Dark,Clear
19,Dark,Clear
30,Day,Clear
35,Day,Cloudy
38,Dark,Cloudy
18,Day,Rain
28,Day,Clear
30,Day,Cloudy
15,Dark,Clear
12,Dark,Snow
23,Day,Clear
15,Dawn,Cloudy
30,Day,Clear
28,Day,Clear
35,Dark,Fog
36,Dark,Clear
45,Dark,Clear
14,Dark,Clear
37,Day,Clear
35,Dark,Rain
45,Dark,Rain
38,Day,Clear
28,Day,Clear
45,Day,Rain
34,Dark,Cloudy
30,Day,Clear
20,Day,Clear
31,Day,Cloudy
0,Day,Clear
5,Dark,Clear
12,Day,Clear
-5,Dark,Clear
-6,Dark,Clear
-12,Day,Clear
30,Day,Clear
12,Dark,Cloudy
15,Dark,Clear
32,Day,Cloudy
-10,Day,Clear
-17,Day,Clear
20,Day,Clear
37,Dark,Rain
50,Day,Clear
40,Dark,Cloudy
55,Dark,Rain
55,Dark,Rain
38,Day,Cloudy
53,Dark,Clear
40,Dark,Clear
60,Day,Clear
55,Dark,Clear
28,Dark,Sleet
18,Day,Sleet
31,Dark,Clear
55,Day,Clear
50,Day,Clear
45,Day,Clear
29,Day,Cloudy
46,Day,Cloudy
50,Dark,Clear
55,Day,Clear
42,Dark,Cloudy
50,Day,Rain
30,Day,Clear
32,Dawn,Cloudy
35,Dawn,Clear
45,Day,Cloudy
20,Day,Cloudy
32,Day,Clear
31,Day,Cloudy
65,Day,Cloudy
68,Day,Clear
65,Day,Clear
70,Day,Cloudy
70,Day,Cloudy
28,Dark,Clear
20,Day,Clear
30,Dark,Clear
21,Dark,Cloudy
40,Dark,Clear
26,Dark,Cloudy
15,Day,Snow
20,Dusk,Cloudy
28,Dark,Cloudy
18,Dark,Cloudy
15,Dark,Cloudy
22,Day,Cloudy
20,Dawn,Clear
61,Day,Cloudy
50,Day,Clear
45,Dark,Rain
55,Dark,Clear
36,Day,Cloudy
20,Dark,Clear
32,Day,Clear
49,Dark,Cloudy
35,Dark,Cloudy
65,Dark,Cloudy
65,Day,Rain
65,Dark,Clear
60,Day,Clear
48,Day,Cloudy
60,Day,Clear
36,Day,Clear
40,Dark,Clear
65,Dusk,Clear
50,Day,Cloudy
68,Day,Cloudy
60,Day,Clear
65,Day,Cloudy
35,Day,Clear
55,Day,Cloudy
45,Dark,Rain
60,Dark,Rain
50,Day,Rain
50,Dark,Clear
40,Day,Cloudy
27,Dark,Clear
40,Dark,Fog
55,Day,Cloudy
40,Dark,Cloudy
50,Day,Cloudy
50,Day,Clear
50,Dark,Cloudy
60,Day,Clear
40,Day,Cloudy
40,Dark,Rain
45,Day,Cloudy
34,Day,Clear
45,Day,Cloudy
70,Day,Cloudy
55,Dusk,Cloudy
55,Dark,Clear
73,Day,Cloudy
48,Dark,Cloudy
40,Day,Rain
50,Dark,Rain
70,Day,Clear
60,Day,Cloudy
60,Dark,Rain
70,Day,Cloudy
50,Dark,Rain
72,Day,Clear
65,Dark,Clear
56,Dark,Cloudy
70,Day,Clear
60,Day,Clear
60,Day,Cloudy
60,Dark,Rain
60,Dusk,Clear
60,Dark,Clear
58,Dark,Rain
70,Dark,Clear
70,Day,Clear
60,Dark,Rain
65,Day,Rain
65,Dark,Cloudy
60,Dark,Clear
60,Dark,Cloudy
60,Dark,Rain
51,Dark,Rain
38,Day,Fog
60,Day,Rain
40,Day,Cloudy
40,Day,Clear
50,Day,Clear
35,Day,Cloudy
45,Dark,Clear
45,Day,Cloudy
45,Day,Cloudy
50,Dark,Rain
45,Dark,Clear
60,Day,Clear
32,Day,Clear
50,Dark,Clear
49,Dark,Rain
44,Dusk,Clear
10,Day,Clear
18,Dark,Snow
50,Day,Cloudy
0,Dark,Clear
55,Day,Cloudy
70,Day,Clear
65,Day,Clear
55,Dark,Clear
55,Day,Cloudy
60,Dark,Cloudy
45,Day,Cloudy
70,Day,Clear
40,Day,Clear
34,Day,Cloudy
12,Day,Clear
25,Day,Clear
27,Day,Snow
55,Day,Clear
20,Day,Clear
50,Day,Clear
50,Dark,Clear
40,Dark,Clear
49,Day,Clear
25,Day,Clear
40,Dark,Rain
40,Dawn,Clear
45,Day,Cloudy
32,Day,Clear
45,Dark,Clear
33,Day,Clear
30,Dawn,Clear
39,Day,Clear
45,Day,Clear
50,Day,Cloudy
45,Dark,Clear
51,Dark,Rain
40,Day,Clear
25,Day,Clear
32,Dusk,Clear
40,Dark,Cloudy
33,Dark,Clear
45,Day,Cloudy
36,Dark,Cloudy
35,Dark,Clear
35,Dark,Cloudy
23,Dawn,Clear
32,Day,Cloudy
32,Dark,Clear
25,Dark,Snow
45,Day,Clear
45,Day,Cloudy
35,Day,Clear
-6,Day,Clear
32,Day,Cloudy
15,Day,Clear
26,Day,Clear
10,Day,Clear
17,Day,Snow
28,Day,Cloudy
27,Day,Clear
25,Dusk,Clear
25,Dark,Clear
1,Day,Snow
52,Day,Clear
25,Day,Clear
15,Day,Fog
12,Dark,Clear
25,Dusk,Clear
33,Dusk,Cloudy
30,Dark,Clear
30,Dark,Snow
20,Dark,Cloudy
32,Dark,Rain
0,Dark,Fog
24,Dark,Snow
25,Dusk,Snow
35,Dark,Rain
16,Day,Cloudy
26,Day,Fog
-20,Day,Clear
36,Dark,Cloudy
30,Day,Cloudy
8,Dark,Cloudy
45,Dark,Rain
25,Day,Cloudy
35,Dark,Fog
30,Day,Cloudy
35,Dark,Clear
18,Dark,Clear
37,Dusk,Clear
14,Day,Clear
-10,Dark,Clear
32,Dark,Rain
36,Day,Cloudy
26,Day,Clear
15,Dark,Cloudy
41,Day,Fog
5,Dawn,Clear
33,Dark,Clear
32,Day,Cloudy
20,Day,Cloudy
10,Dark,Snow
18,Dark,Cloudy
24,Day,Cloudy
26,Day,Snow
22,Day,Cloudy
2,Dark,Clear
5,Dark,Clear
10,Day,Clear
38,Day,Cloudy
23,Day,Cloudy
22,Day,Clear
17,Dark,Clear
15,Dark,Clear
29,Dark,Clear
31,Day,Clear
23,Dark,Clear
38,Day,Clear
31,Day,Cloudy
20,Day,Clear
20,Day,Clear
10,Day,Cloudy
12,Day,Cloudy
10,Day,Cloudy
10,Dark,Clear
15,Day,Clear
20,Dark,Clear
22,Day,Clear
22,Day,Cloudy
40,Dark,Clear
33,Dark,Clear
55,Day,Cloudy
48,Dark,Clear
50,Dark,Rain
53,Dark,Rain
60,Day,Clear
40,Day,Cloudy
50,Dark,Cloudy
60,Day,Clear
50,Dark,Cloudy
50,Day,Cloudy
50,Dark,Clear
40,Day,Clear
35,Day,Cloudy
35,Dusk,Clear
20,Dark,Clear
20,Day,Cloudy
20,Day,Cloudy
26,Dark,Clear
2,Day,Clear
16,Day,Clear
28,Dark,Cloudy
15,Dark,Snow
20,Dawn,Snow
30,Dark,Cloudy
13,Dark,Clear
17,Dark,Snow
20,Day,Clear
36,Day,Clear
20,Day,Clear
60,Day,Clear
35,Day,Clear
50,Dark,Clear
60,Day,Clear
65,Dark,Clear
60,Day,Clear
62,Day,Clear
70,Day,Cloudy
65,Dark,Clear
70,Day,Clear
70,Day,Cloudy
70,Day,Clear
70,Day,Clear
70,Day,Clear
32,Dark,Clear
32,Dark,Clear
0,Day,Clear
0,Day,Clear
15,Day,Cloudy
35,Day,Cloudy
32,Day,Cloudy
34,Dark,Clear
35,Day,Clear
15,Dawn,Fog
20,Dark,Fog
24,Dusk,Clear
24,Day,Clear
10,Day,Clear
